ID_Gireve_Zone;Nom_Enseigne_dexploitation;Nom_Zone;Libelle_Affichable;ID_Exploitant_Zone;ID_eMI3_Zone;Agregateur;Id_Agregateur;Nom_Exploitant_Technique;ID_eMI3_Exploitant_T;Nom_Exploitant_Proprietaire;ID_eMI3_Exploitant_P;Nom_Exploitant_Commercial;ID_eMI3_Exploitant_C;Numero_Rue;Nom_Rue;Ville;Code_Postal;Pays;Complement_Adresse;Latitude_Zone;Longitude_Zone;Etage_dimplantation_Zone;Nombre_Borne_Zone;Nombre_Parking_Zone;Accessibilite_Zone;Type_Site_dimplantation_Zone;Statut_activite_Zone;Latitude_Entree_Zone;Longitude_Entree_Zone;Numero_Tel_Zone;Identifiant_GRD_du_PDL;Commentaire_Acces;Horaires_Geres;24/24;Ouverture_Lundi;Fermeture_Lundi;Ouverture_Mardi;Fermeture_Mardi;Ouverture_Mercredi;Fermeture_Mercredi;Ouverture_Jeudi;Fermeture_Jeudi;Ouverture_Vendredi;Fermeture_Vendredi;Ouverture_Samedi;Fermeture_Samedi;Ouverture_Dimanche;Fermeture_Dimanche;ID_Audit;Auteur_Audit;Informations_Audit;Date_Audit;ID_Gireve_Borne;ID_Exploitant_Borne;Identifiant_visuel_Borne;Nombre_PointsdeCharge_Borne;Borne_communiquante;Fabricant_Borne;Modele_Borne;Type_acces_Borne;Mode_authentification;Langue_Borne;Commentaire;Mode_paiement;Commentaires_paiement;ID_Gireve_Point;IDExt_Point;Identifiant_pt_charge;Identifiant_visuel_pt_charge;Comptage_Type;Type_Courant;Nombre_prises;Puissance_Max;Label_certification;Roamable;ID_Gireve_Groupe;Service_Name;Nom_Type_Prise1;Intensite_Prise1;Nom_Type_Prise2;Intensite_Prise2;Nom_Type_Prise3;Intensite_Prise3;Nom_Type_Prise4;Intensite_Prise4;Nom_Type_Prise5;Intensite_Prise5
398759;DIRVE 02;DIRVE 02/YQUNQS;Soissons, Messiaen;YQUNQS;FR*S02*PYQUNQS;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Allée Olivier Messiaen;Soissons;2200;FR;;49.376600;3.317280;0;1;2;1;5;2;49.376600;3.317280;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521804;YQUNQS-B1;;2;2;;;2;13|15;en|fr;;2;;953132;531;FR*S02*E0053*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398759;DIRVE 02;DIRVE 02/YQUNQS;Soissons, Messiaen;YQUNQS;FR*S02*PYQUNQS;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Allée Olivier Messiaen;Soissons;2200;FR;;49.376600;3.317280;0;1;2;1;5;2;49.376600;3.317280;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521804;YQUNQS-B1;;2;2;;;2;13|15;en|fr;;2;;953135;532;FR*S02*E0053*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398762;DIRVE 02;DIRVE 02/PJZZXM;Soissons, Innovation;PJZZXM;FR*S02*PPJZZXM;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Allée de l'Innovation;Soissons;2200;FR;;49.374900;3.321060;0;1;2;1;5;2;49.374900;3.321060;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521807;PJZZXM-B1;;2;2;;;2;13|15;en|fr;;2;;953138;541;FR*S02*E0054*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398762;DIRVE 02;DIRVE 02/PJZZXM;Soissons, Innovation;PJZZXM;FR*S02*PPJZZXM;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Allée de l'Innovation;Soissons;2200;FR;;49.374900;3.321060;0;1;2;1;5;2;49.374900;3.321060;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521807;PJZZXM-B1;;2;2;;;2;13|15;en|fr;;2;;953141;542;FR*S02*E0054*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398765;DIRVE 02;DIRVE 02/RBQMXU;Guise, UTAS;RBQMXU;FR*S02*PRBQMXU;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue Jean Moulin;Guise;2120;FR;;49.898800;3.630550;0;1;2;1;5;2;49.898800;3.630550;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521810;RBQMXU-B1;;2;2;;;2;13|15;en|fr;;2;;953144;671;FR*S02*E0067*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398765;DIRVE 02;DIRVE 02/RBQMXU;Guise, UTAS;RBQMXU;FR*S02*PRBQMXU;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue Jean Moulin;Guise;2120;FR;;49.898800;3.630550;0;1;2;1;5;2;49.898800;3.630550;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521810;RBQMXU-B1;;2;2;;;2;13|15;en|fr;;2;;953147;672;FR*S02*E0067*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398768;DIRVE 02;DIRVE 02/EGHFWA;Fresnoy-le-Grand, Parking Cavalier;EGHFWA;FR*S02*PEGHFWA;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;48;Rue Laurent;Fresnoy-le-Grand;2230;FR;;49.946300;3.415830;0;1;2;1;5;2;49.946300;3.415830;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521813;EGHFWA-B1;;2;2;;;2;13|15;en|fr;;2;;953150;681;FR*S02*E0068*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398768;DIRVE 02;DIRVE 02/EGHFWA;Fresnoy-le-Grand, Parking Cavalier;EGHFWA;FR*S02*PEGHFWA;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;48;Rue Laurent;Fresnoy-le-Grand;2230;FR;;49.946300;3.415830;0;1;2;1;5;2;49.946300;3.415830;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521813;EGHFWA-B1;;2;2;;;2;13|15;en|fr;;2;;953153;682;FR*S02*E0068*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398771;DIRVE 02;DIRVE 02/NSVAFV;Oulchy-le-Château, Potel;NSVAFV;FR*S02*PNSVAFV;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;6;Rue Potel;Oulchy-le-Château;2210;FR;;49.204300;3.368110;0;1;2;1;5;2;49.204300;3.368110;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521816;NSVAFV-B1;;2;2;;;2;13|15;en|fr;;2;;953156;691;FR*S02*E0069*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398771;DIRVE 02;DIRVE 02/NSVAFV;Oulchy-le-Château, Potel;NSVAFV;FR*S02*PNSVAFV;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;6;Rue Potel;Oulchy-le-Château;2210;FR;;49.204300;3.368110;0;1;2;1;5;2;49.204300;3.368110;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521816;NSVAFV-B1;;2;2;;;2;13|15;en|fr;;2;;953159;692;FR*S02*E0069*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398774;DIRVE 02;DIRVE 02/VRYCFW;Hartennes-et-Taux, Grande Rue;VRYCFW;FR*S02*PVRYCFW;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Grande Rue;Hartennes-et-Taux;2210;FR;;49.269900;3.353100;0;1;2;1;5;2;49.269900;3.353100;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521819;VRYCFW-B1;;2;2;;;2;13|15;en|fr;;2;;953162;701;FR*S02*E0070*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398774;DIRVE 02;DIRVE 02/VRYCFW;Hartennes-et-Taux, Grande Rue;VRYCFW;FR*S02*PVRYCFW;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Grande Rue;Hartennes-et-Taux;2210;FR;;49.269900;3.353100;0;1;2;1;5;2;49.269900;3.353100;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521819;VRYCFW-B1;;2;2;;;2;13|15;en|fr;;2;;953165;702;FR*S02*E0070*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398777;DIRVE 02;DIRVE 02/YCNFVS;Sissonne, D181;YCNFVS;FR*S02*PYCNFVS;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;58;Rue de Laon;Sissonne;2150;FR;;49.571000;3.885930;0;1;2;1;5;2;49.571000;3.885930;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521822;YCNFVS-B1;;2;2;;;2;13|15;en|fr;;2;;953168;731;FR*S02*E0073*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398777;DIRVE 02;DIRVE 02/YCNFVS;Sissonne, D181;YCNFVS;FR*S02*PYCNFVS;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;58;Rue de Laon;Sissonne;2150;FR;;49.571000;3.885930;0;1;2;1;5;2;49.571000;3.885930;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521822;YCNFVS-B1;;2;2;;;2;13|15;en|fr;;2;;953171;732;FR*S02*E0073*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398780;DIRVE 02;DIRVE 02/SCMZBN;Saint-Quentin Gare 1;SCMZBN;FR*S02*PSCMZBN;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Place André Baudez;Saint-Quentin;2100;FR;;49.840600;3.298310;0;1;2;1;5;2;49.840600;3.298310;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521825;SCMZBN-B1;;2;2;;;2;13|15;en|fr;;2;;953174;31;FR*S02*E0003*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398780;DIRVE 02;DIRVE 02/SCMZBN;Saint-Quentin Gare 1;SCMZBN;FR*S02*PSCMZBN;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Place André Baudez;Saint-Quentin;2100;FR;;49.840600;3.298310;0;1;2;1;5;2;49.840600;3.298310;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521825;SCMZBN-B1;;2;2;;;2;13|15;en|fr;;2;;953177;32;FR*S02*E0003*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398783;DIRVE 02;DIRVE 02/QWGEWH;Pinon, 7e BCA;QWGEWH;FR*S02*PQWGEWH;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue du 7ème BCA;Pinon;2320;FR;;49.497900;3.451050;0;1;2;1;5;2;49.497900;3.451050;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521828;QWGEWH-B1;;2;2;;;2;13|15;en|fr;;2;;953180;301;FR*S02*E0030*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398783;DIRVE 02;DIRVE 02/QWGEWH;Pinon, 7e BCA;QWGEWH;FR*S02*PQWGEWH;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue du 7ème BCA;Pinon;2320;FR;;49.497900;3.451050;0;1;2;1;5;2;49.497900;3.451050;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521828;QWGEWH-B1;;2;2;;;2;13|15;en|fr;;2;;953183;302;FR*S02*E0030*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398786;DIRVE 02;DIRVE 02/RRHVFY;Chauny, Remparts;RRHVFY;FR*S02*PRRHVFY;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue des Remparts;Chauny;2300;FR;;49.612800;3.220830;0;1;2;1;5;2;49.612800;3.220830;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521831;RRHVFY-B1;;2;2;;;2;13|15;en|fr;;2;;953186;191;FR*S02*E0019*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398786;DIRVE 02;DIRVE 02/RRHVFY;Chauny, Remparts;RRHVFY;FR*S02*PRRHVFY;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue des Remparts;Chauny;2300;FR;;49.612800;3.220830;0;1;2;1;5;2;49.612800;3.220830;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521831;RRHVFY-B1;;2;2;;;2;13|15;en|fr;;2;;953189;192;FR*S02*E0019*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398789;DIRVE 02;DIRVE 02/SXKPDJ;Montescourt-Lizerolles, Victoire;SXKPDJ;FR*S02*PSXKPDJ;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Avenue de la Victoire;Montescourt-Lizerolles;2440;FR;;49.733400;3.245420;0;1;2;1;5;2;49.733400;3.245420;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521834;SXKPDJ-B1;;2;2;;;2;13|15;en|fr;;2;;953192;281;FR*S02*E0028*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398789;DIRVE 02;DIRVE 02/SXKPDJ;Montescourt-Lizerolles, Victoire;SXKPDJ;FR*S02*PSXKPDJ;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Avenue de la Victoire;Montescourt-Lizerolles;2440;FR;;49.733400;3.245420;0;1;2;1;5;2;49.733400;3.245420;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521834;SXKPDJ-B1;;2;2;;;2;13|15;en|fr;;2;;953195;282;FR*S02*E0028*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398792;DIRVE 02;DIRVE 02/DQYPER;Ribemont, Château;DQYPER;FR*S02*PDQYPER;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Place du Château;Ribemont;2240;FR;;49.796400;3.458540;0;1;2;1;5;2;49.796400;3.458540;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521837;DQYPER-B1;;2;2;;;2;13|15;en|fr;;2;;953198;311;FR*S02*E0031*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398792;DIRVE 02;DIRVE 02/DQYPER;Ribemont, Château;DQYPER;FR*S02*PDQYPER;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Place du Château;Ribemont;2240;FR;;49.796400;3.458540;0;1;2;1;5;2;49.796400;3.458540;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521837;DQYPER-B1;;2;2;;;2;13|15;en|fr;;2;;953201;312;FR*S02*E0031*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398795;DIRVE 02;DIRVE 02/SVZDTK;Ressons-le-Long, Poulandon;SVZDTK;FR*S02*PSVZDTK;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue de Poulandon;Ressons-le-Long;2290;FR;;49.387700;3.147000;0;1;2;1;5;2;49.387700;3.147000;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521840;SVZDTK-B1;;2;2;;;2;13|15;en|fr;;2;;953204;11;FR*S02*E0001*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398795;DIRVE 02;DIRVE 02/SVZDTK;Ressons-le-Long, Poulandon;SVZDTK;FR*S02*PSVZDTK;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue de Poulandon;Ressons-le-Long;2290;FR;;49.387700;3.147000;0;1;2;1;5;2;49.387700;3.147000;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521840;SVZDTK-B1;;2;2;;;2;13|15;en|fr;;2;;953207;12;FR*S02*E0001*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398798;DIRVE 02;DIRVE 02/UFFXNG;Nogent-l'Artaud, Marché;UFFXNG;FR*S02*PUFFXNG;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;6;Place du Marché;Nogent-l'Artaud;2310;FR;;48.965600;3.322770;0;1;2;1;5;2;48.965600;3.322770;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521843;UFFXNG-B1;;2;2;;;2;13|15;en|fr;;2;;953210;291;FR*S02*E0029*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398798;DIRVE 02;DIRVE 02/UFFXNG;Nogent-l'Artaud, Marché;UFFXNG;FR*S02*PUFFXNG;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;6;Place du Marché;Nogent-l'Artaud;2310;FR;;48.965600;3.322770;0;1;2;1;5;2;48.965600;3.322770;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521843;UFFXNG-B1;;2;2;;;2;13|15;en|fr;;2;;953213;292;FR*S02*E0029*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398801;DIRVE 02;DIRVE 02/AYHWSZ;Soissons, Piscine;AYHWSZ;FR*S02*PAYHWSZ;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;12;Avenue du Mail;Soissons;2200;FR;;49.394300;3.326380;0;1;2;1;5;2;49.394300;3.326380;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521846;AYHWSZ-B1;;2;2;;;2;13|15;en|fr;;2;;953216;341;FR*S02*E0034*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398801;DIRVE 02;DIRVE 02/AYHWSZ;Soissons, Piscine;AYHWSZ;FR*S02*PAYHWSZ;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;12;Avenue du Mail;Soissons;2200;FR;;49.394300;3.326380;0;1;2;1;5;2;49.394300;3.326380;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521846;AYHWSZ-B1;;2;2;;;2;13|15;en|fr;;2;;953219;342;FR*S02*E0034*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398804;DIRVE 02;DIRVE 02/QCMMEU;Cuffies, François Mitterrand;QCMMEU;FR*S02*PQCMMEU;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;13;Avenue François Mitterrand;Cuffies;2880;FR;;49.400300;3.328980;0;1;2;1;5;2;49.400300;3.328980;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521849;QCMMEU-B1;;2;2;;;2;13|15;en|fr;;2;;953222;521;FR*S02*E0052*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398804;DIRVE 02;DIRVE 02/QCMMEU;Cuffies, François Mitterrand;QCMMEU;FR*S02*PQCMMEU;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;13;Avenue François Mitterrand;Cuffies;2880;FR;;49.400300;3.328980;0;1;2;1;5;2;49.400300;3.328980;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521849;QCMMEU-B1;;2;2;;;2;13|15;en|fr;;2;;953225;522;FR*S02*E0052*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398807;DIRVE 02;DIRVE 02/FRHDSL;Vic-sur-Aisne, Rue du Général Maunoury;FRHDSL;;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue du Général Maunoury;Vic-sur-Aisne;2290;FR;;49.403203;3.113685;0;1;2;1;5;2;49.403203;3.113685;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521852;FRHDSL-B1;;2;2;;;2;13|15;en|fr;;2;;953231;1371;FR*S02*E0137*1;;0;3;2;50.000;;0;FR*S02_useda;;2;125;3;125;;;;;;
398807;DIRVE 02;DIRVE 02/FRHDSL;Vic-sur-Aisne, Rue du Général Maunoury;FRHDSL;;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Rue du Général Maunoury;Vic-sur-Aisne;2290;FR;;49.403203;3.113685;0;1;2;1;5;2;49.403203;3.113685;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521852;FRHDSL-B1;;2;2;;;2;13|15;en|fr;;2;;953234;1372;FR*S02*E0137*2;;0;2;1;44.000;;0;FR*S02_useda;;11;64;;;;;;;;
398810;DIRVE 02;DIRVE 02/FTRQMO3IQ3;Saint-Quentin Gare 2;FTRQMO3IQ3;;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Place André Baudez;Saint-Quentin;2100;FR;;49.839700;3.295750;0;1;2;1;5;2;49.839700;3.295750;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521855;FTRQMO3IQ3-B1;;2;2;;;2;13|15;en|fr;;2;;953237;41;FR*S02*E0004*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398810;DIRVE 02;DIRVE 02/FTRQMO3IQ3;Saint-Quentin Gare 2;FTRQMO3IQ3;;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Place André Baudez;Saint-Quentin;2100;FR;;49.839700;3.295750;0;1;2;1;5;2;49.839700;3.295750;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521855;FTRQMO3IQ3-B1;;2;2;;;2;13|15;en|fr;;2;;953240;42;FR*S02*E0004*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398813;DIRVE 02;DIRVE 02/KBWFSH;Origny-Sainte-Benoite, Place Jean Mermoz;KBWFSH;;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Place Jean Mermoz;Origny-Sainte-Benoite;2390;FR;;49.839400;3.487560;0;1;2;1;5;2;49.839400;3.487560;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521858;KBWFSH-B1;;2;2;;;2;13|15;en|fr;;2;;953243;1341;FR*S02*E0134*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398813;DIRVE 02;DIRVE 02/KBWFSH;Origny-Sainte-Benoite, Place Jean Mermoz;KBWFSH;;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;;Place Jean Mermoz;Origny-Sainte-Benoite;2390;FR;;49.839400;3.487560;0;1;2;1;5;2;49.839400;3.487560;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521858;KBWFSH-B1;;2;2;;;2;13|15;en|fr;;2;;953246;1342;FR*S02*E0134*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398816;DIRVE 02;DIRVE 02/MVQUQH;Ressons-le-Long, Ecoquartier;MVQUQH;;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;9;Rue du Routy;Ressons-le-Long;2290;FR;;49.391100;3.150150;0;1;2;1;5;2;49.391100;3.150150;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521861;MVQUQH-B1;;2;2;;;2;13|15;en|fr;;2;;953249;1191;FR*S02*E0119*1;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
398816;DIRVE 02;DIRVE 02/MVQUQH;Ressons-le-Long, Ecoquartier;MVQUQH;;;;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA) | FR*S02;FR*S02;L'Union des Secteurs d'Énergie du Département de l'Aisne (USEDA);;;;9;Rue du Routy;Ressons-le-Long;2290;FR;;49.391100;3.150150;0;1;2;1;5;2;49.391100;3.150150;33310002323;;;1;0;;;;;;;;;;;;;;;;;;;521861;MVQUQH-B1;;2;2;;;2;13|15;en|fr;;2;;953252;1192;FR*S02*E0119*2;;0;2;2;22.000;;0;FR*S02_useda;;4;10;9;32;;;;;;
